Time[s], RST, CE, DC, MOSI, SCK, D1
0.000000000000000, 0, 0, 0, 0, 0, 0
0.529594020000000, 1, 1, 0, 0, 0, 0
0.529594040000000, 1, 0, 0, 0, 0, 0
0.529594700000000, 1, 1, 1, 1, 1, 0
0.529594720000000, 1, 0, 0, 1, 1, 0
0.529594740000000, 1, 1, 1, 1, 1, 0
0.529595020000000, 1, 0, 1, 1, 1, 0
0.529595080000000, 1, 0, 0, 1, 1, 0
0.529595380000000, 1, 1, 1, 1, 1, 0
0.529595520000000, 0, 1, 1, 1, 1, 0
0.529597340000000, 1, 1, 1, 1, 1, 0
0.529597600000000, 1, 0, 1, 1, 1, 0
0.529597680000000, 1, 0, 0, 1, 1, 0
0.529598040000000, 1, 0, 0, 0, 1, 0
0.529598200000000, 1, 0, 0, 0, 0, 0
0.529598360000000, 1, 0, 0, 0, 1, 0
0.529598820000000, 1, 0, 0, 0, 0, 0
0.529598960000000, 1, 0, 0, 0, 1, 0
0.529599220000000, 1, 0, 0, 1, 1, 0
0.529599460000000, 1, 0, 0, 1, 0, 0
0.529599620000000, 1, 0, 0, 1, 1, 0
0.529599900000000, 1, 0, 0, 0, 1, 0
0.529600080000000, 1, 0, 0, 0, 0, 0
0.529600220000000, 1, 0, 0, 0, 1, 0
0.529600680000000, 1, 0, 0, 0, 0, 0
0.529600820000000, 1, 0, 0, 0, 1, 0
0.529601280000000, 1, 0, 0, 0, 0, 0
0.529601440000000, 1, 0, 0, 0, 1, 0
0.529601900000000, 1, 0, 0, 0, 0, 0
0.529602040000000, 1, 0, 0, 0, 1, 0
0.529602300000000, 1, 0, 0, 1, 1, 0
0.529602540000000, 1, 0, 0, 1, 0, 0
0.529602700000000, 1, 0, 0, 1, 1, 0
0.529602880000000, 1, 1, 0, 1, 1, 0
0.529603300000000, 1, 0, 0, 1, 1, 0
0.529603960000000, 1, 0, 0, 1, 0, 0
0.529604120000000, 1, 0, 0, 1, 1, 0
0.529604620000000, 1, 0, 0, 1, 0, 0
0.529604780000000, 1, 0, 0, 1, 1, 0
0.529605060000000, 1, 0, 0, 0, 1, 0
0.529605240000000, 1, 0, 0, 0, 0, 0
0.529605400000000, 1, 0, 0, 0, 1, 0
0.529605860000000, 1, 0, 0, 0, 0, 0
0.529606020000000, 1, 0, 0, 0, 1, 0
0.529606280000000, 1, 0, 0, 1, 1, 0
0.529606520000000, 1, 0, 0, 1, 0, 0
0.529606680000000, 1, 0, 0, 1, 1, 0
0.529606960000000, 1, 0, 0, 0, 1, 0
0.529607140000000, 1, 0, 0, 0, 0, 0
0.529607300000000, 1, 0, 0, 0, 1, 0
0.529607760000000, 1, 0, 0, 0, 0, 0
0.529607900000000, 1, 0, 0, 0, 1, 0
0.529608360000000, 1, 0, 0, 0, 0, 0
0.529608520000000, 1, 0, 0, 0, 1, 0
0.529608680000000, 1, 1, 0, 0, 1, 0
0.529609100000000, 1, 0, 0, 0, 1, 0
0.529609740000000, 1, 0, 0, 0, 0, 0
0.529609880000000, 1, 0, 0, 0, 1, 0
0.529610340000000, 1, 0, 0, 0, 0, 0
0.529610500000000, 1, 0, 0, 0, 1, 0
0.529610960000000, 1, 0, 0, 0, 0, 0
0.529611100000000, 1, 0, 0, 0, 1, 0
0.529611560000000, 1, 0, 0, 0, 0, 0
0.529611720000000, 1, 0, 0, 0, 1, 0
0.529612180000000, 1, 0, 0, 0, 0, 0
0.529612320000000, 1, 0, 0, 0, 1, 0
0.529612600000000, 1, 0, 0, 1, 1, 0
0.529612820000000, 1, 0, 0, 1, 0, 0
0.529613000000000, 1, 0, 0, 1, 1, 0
0.529613500000000, 1, 0, 0, 1, 0, 0
0.529613660000000, 1, 0, 0, 1, 1, 0
0.529613940000000, 1, 0, 0, 0, 1, 0
0.529614120000000, 1, 0, 0, 0, 0, 0
0.529614280000000, 1, 0, 0, 0, 1, 0
0.529614440000000, 1, 1, 0, 0, 1, 0
0.529614860000000, 1, 0, 0, 0, 1, 0
0.529615480000000, 1, 0, 0, 0, 0, 0
0.529615640000000, 1, 0, 0, 0, 1, 0
0.529616100000000, 1, 0, 0, 0, 0, 0
0.529616240000000, 1, 0, 0, 0, 1, 0
0.529616700000000, 1, 0, 0, 0, 0, 0
0.529616860000000, 1, 0, 0, 0, 1, 0
0.529617120000000, 1, 0, 0, 1, 1, 0
0.529617360000000, 1, 0, 0, 1, 0, 0
0.529617520000000, 1, 0, 0, 1, 1, 0
0.529617800000000, 1, 0, 0, 0, 1, 0
0.529617980000000, 1, 0, 0, 0, 0, 0
0.529618140000000, 1, 0, 0, 0, 1, 0
0.529618600000000, 1, 0, 0, 0, 0, 0
0.529618740000000, 1, 0, 0, 0, 1, 0
0.529619020000000, 1, 0, 0, 1, 1, 0
0.529619240000000, 1, 0, 0, 1, 0, 0
0.529619420000000, 1, 0, 0, 1, 1, 0
0.529619920000000, 1, 0, 0, 1, 0, 0
0.529620080000000, 1, 0, 0, 1, 1, 0
0.529620240000000, 1, 1, 0, 1, 1, 0
0.529620660000000, 1, 0, 0, 1, 1, 0
0.529621100000000, 1, 0, 0, 0, 1, 0
0.529621280000000, 1, 0, 0, 0, 0, 0
0.529621440000000, 1, 0, 0, 0, 1, 0
0.529621900000000, 1, 0, 0, 0, 0, 0
0.529622060000000, 1, 0, 0, 0, 1, 0
0.529622320000000, 1, 0, 0, 1, 1, 0
0.529622560000000, 1, 0, 0, 1, 0, 0
0.529622720000000, 1, 0, 0, 1, 1, 0
0.529623000000000, 1, 0, 0, 0, 1, 0
0.529623180000000, 1, 0, 0, 0, 0, 0
0.529623320000000, 1, 0, 0, 0, 1, 0
0.529623780000000, 1, 0, 0, 0, 0, 0
0.529623940000000, 1, 0, 0, 0, 1, 0
0.529624400000000, 1, 0, 0, 0, 0, 0
0.529624560000000, 1, 0, 0, 0, 1, 0
0.529625020000000, 1, 0, 0, 0, 0, 0
0.529625160000000, 1, 0, 0, 0, 1, 0
0.529625620000000, 1, 0, 0, 0, 0, 0
0.529625780000000, 1, 0, 0, 0, 1, 0
0.529625940000000, 1, 1, 0, 0, 1, 0
0.529626360000000, 1, 0, 0, 0, 1, 0
0.529626980000000, 1, 0, 0, 0, 0, 0
0.529627140000000, 1, 0, 0, 0, 1, 0
0.529627600000000, 1, 0, 0, 0, 0, 0
0.529627740000000, 1, 0, 0, 0, 1, 0
0.529628200000000, 1, 0, 0, 0, 0, 0
0.529628360000000, 1, 0, 0, 0, 1, 0
0.529628820000000, 1, 0, 0, 0, 0, 0
0.529628960000000, 1, 0, 0, 0, 1, 0
0.529629240000000, 1, 0, 0, 1, 1, 0
0.529629460000000, 1, 0, 0, 1, 0, 0
0.529629640000000, 1, 0, 0, 1, 1, 0
0.529630140000000, 1, 0, 0, 1, 0, 0
0.529630300000000, 1, 0, 0, 1, 1, 0
0.529630580000000, 1, 0, 0, 0, 1, 0
0.529630760000000, 1, 0, 0, 0, 0, 0
0.529630920000000, 1, 0, 0, 0, 1, 0
0.529631380000000, 1, 0, 0, 0, 0, 0
0.529631520000000, 1, 0, 0, 0, 1, 0
0.529631700000000, 1, 1, 0, 0, 1, 0
0.529632200000000, 1, 0, 0, 0, 1, 0
0.529632840000000, 1, 0, 0, 0, 0, 0
0.529632980000000, 1, 0, 0, 0, 1, 0
0.529633440000000, 1, 0, 0, 0, 0, 0
0.529633600000000, 1, 0, 0, 0, 1, 0
0.529634060000000, 1, 0, 0, 0, 0, 0
0.529634200000000, 1, 0, 0, 0, 1, 0
0.529634660000000, 1, 0, 0, 0, 0, 0
0.529634820000000, 1, 0, 0, 0, 1, 0
0.529635080000000, 1, 0, 0, 1, 1, 0
0.529635320000000, 1, 0, 0, 1, 0, 0
0.529635480000000, 1, 0, 0, 1, 1, 0
0.529635980000000, 1, 0, 0, 1, 0, 0
0.529636140000000, 1, 0, 0, 1, 1, 0
0.529636420000000, 1, 0, 0, 0, 1, 0
0.529636600000000, 1, 0, 0, 0, 0, 0
0.529636760000000, 1, 0, 0, 0, 1, 0
0.529637220000000, 1, 0, 0, 0, 0, 0
0.529637380000000, 1, 0, 0, 0, 1, 0
0.529637540000000, 1, 1, 0, 0, 1, 0
0.529637940000000, 1, 0, 0, 0, 1, 0
0.529638380000000, 1, 0, 0, 1, 1, 0
0.529638600000000, 1, 0, 0, 1, 0, 0
0.529638780000000, 1, 0, 0, 1, 1, 0
0.529639060000000, 1, 0, 0, 0, 1, 0
0.529639240000000, 1, 0, 0, 0, 0, 0
0.529639380000000, 1, 0, 0, 0, 1, 0
0.529639840000000, 1, 0, 0, 0, 0, 0
0.529640000000000, 1, 0, 0, 0, 1, 0
0.529640460000000, 1, 0, 0, 0, 0, 0
0.529640600000000, 1, 0, 0, 0, 1, 0
0.529641060000000, 1, 0, 0, 0, 0, 0
0.529641220000000, 1, 0, 0, 0, 1, 0
